Ano,Tipo de Emenda,Autor da emenda,Numero da emenda,Localidade do gasto,Funcao,Subfuncao,Programa Orcamentario,Acao Orcamentaria,Plano Orcamentario,Codigo da emenda,Valor empenhado,Valor pago
2023,Emenda Individual - Transferências com Finalidade Definida,LUIZ LIMA,5,RIO DE JANEIRO (UF),Desporto e lazer,Desporto comunitário,5026 - ESPORTE,"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL","DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROJETOS E EVENTOS DE ESPORTE, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS",202341580005,2600000.0,2449966.07
2023,Emenda Individual - Transferências com Finalidade Definida,ROSANA VALLE,14,SÃO PAULO (UF),Assistência social,Assistência comunitária,5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS,202341710014,2600000.0,2350000.0
2023,Emenda Individual - Transferências com Finalidade Definida,GENERAL PETERNELLI,3,Nacional,Defesa nacional,Defesa terrestre,6012 - DEFESA NACIONAL,MU - Múltiplo,APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA - DESPESAS DIVERSAS,202339950003,2605838.75,548411.02
2023,Emenda Individual - Transferências Especiais,ALEXIS FONTEYNE,2,VOTUPORANGA - SP,Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202339090002,2606734.0,2606734.0
2023,Emenda Individual - Transferências Especiais,ALAN RICK,17,CAPIXABA - AC,Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202330360017,2606734.0,2606734.0
2023,Emenda Individual - Transferências com Finalidade Definida,DANILO FORTE,4,CEARÁ (UF),Agricultura,Promoção da produção agropecuária,"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO",00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO,APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,202327000004,2606734.0,1400.0
2023,Emenda Individual - Transferências com Finalidade Definida,NEUCIMAR FRAGA,3,ESPÍRITO SANTO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202314180003,2606734.0,406734.0
2023,Emenda Individual - Transferências com Finalidade Definida,ALESSANDRO MOLON,20,RIO DE JANEIRO (UF),Educação,Ensino profissional,5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA,"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA","REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",202327760020,2606737.68,77096.0
2023,Emenda Individual - Transferências Especiais,ALAN RICK,20,ACRE (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202330360020,2614428.0,2614428.0
2023,Emenda Individual - Transferências com Finalidade Definida,AROLDO MARTINS,2,PARANÁ (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202339150002,2619728.0,281648.0
2023,Emenda Individual - Transferências com Finalidade Definida,CARLOS CHIODINI,1,SANTA CATARINA (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202339290001,2624973.0,2624973.0
2023,Emenda Individual - Transferências com Finalidade Definida,DANILO FORTE,13,CEARÁ (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202327000013,2635832.0,2635832.0
2023,Emenda Individual - Transferências com Finalidade Definida,IZALCI LUCAS,6,MÚLTIPLO,Múltiplo,Múltiplo,MU - Múltiplo,MU - Múltiplo,"FOMENTO A PESQUISA E DESENVOLVIMENTO VOLTADOS A INOVACAO, A TECNOLOGIAS DIGITAIS E AO PROCESSO PRODUTIVO - DESPESAS DIVERSAS",202341360006,2640402.0,2520402.0
2023,Emenda Individual - Transferências com Finalidade Definida,PAULO TEIXEIRA,20,SÃO PAULO (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202325340020,2647938.0,2647938.0
2023,Emenda Individual - Transferências com Finalidade Definida,GURGEL,9,RIO DE JANEIRO (UF),Educação,Ensino superior,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO","20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO","FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS",202340130009,2652448.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,DOUTOR LUIZINHO,8,RIO DE JANEIRO (UF),Assistência social,Assistência comunitária,5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS,202339630008,2662576.0,1422130.0
2023,Emenda Individual - Transferências com Finalidade Definida,ALESSANDRO MOLON,10,RIO DE JANEIRO (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202327760010,2667403.0,2443813.0
2023,Emenda Individual - Transferências com Finalidade Definida,MARA ROCHA,3,EPITACIOLÂNDIA - AC,Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE,ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS,202340380003,2671626.0,115806.0
2023,Emenda Individual - Transferências com Finalidade Definida,FERNANDO RODOLFO,7,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202339850007,2679005.0,2679005.0
2023,Emenda Individual - Transferências com Finalidade Definida,EFRAIM FILHO,7,PARAÍBA (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202324490007,2683092.0,1295248.0
2023,Emenda Individual - Transferências com Finalidade Definida,VITOR LIPPI,3,SÃO PAULO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202337770003,2684354.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,ZE SILVA,3,MINAS GERAIS (UF),Agricultura,Promoção da produção agropecuária,1031 - AGROPECUARIA SUSTENTAVEL,20ZV - FOMENTO AO SETOR AGROPECUARIO,FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS,202327690003,2688110.01,1128931.28
2023,Emenda Individual - Transferências com Finalidade Definida,FERNANDA MELCHIONNA,24,RIO GRANDE DO SUL (UF),Educação,Ensino profissional,5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA,"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA","FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",202339840024,2688481.31,1637425.72
2023,Emenda Individual - Transferências com Finalidade Definida,PROFESSORA ROSA NEIDE,12,MATO GROSSO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202340610012,2693187.0,2693187.0
2023,Emenda de Bancada,BANCADA DO PARA,3,PARÁ (UF),Educação,Ensino profissional,5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA,"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA","REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS",202371150003,2694064.8,211382.24
2023,Emenda Individual - Transferências Especiais,VENEZIANO VITAL DO REGO,6,PARAÍBA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202340880006,2696078.0,2696078.0
2023,Emenda Individual - Transferências Especiais,VENEZIANO VITAL DO REGO,2,PARAÍBA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202340880002,2696078.0,2696078.0
2023,Emenda Individual - Transferências Especiais,VENEZIANO VITAL DO REGO,10,PARAÍBA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202340880010,2696078.0,2696078.0
2023,Emenda Individual - Transferências Especiais,VENEZIANO VITAL DO REGO,5,PARAÍBA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202340880005,2696078.0,2696078.0
2023,Emenda Individual - Transferências com Finalidade Definida,RAIMUNDO COSTA,11,BAHIA (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,MU - Múltiplo,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202341280011,2696287.0,2000000.0
2023,Emenda Individual - Transferências com Finalidade Definida,OMAR AZIZ,3,AMAZONAS (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202337940003,2698257.0,2698257.0
2023,Emenda Individual - Transferências Especiais,KIM KATAGUIRI,1,SÃO PAULO (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202341550001,2700000.0,2700000.0
2023,Emenda Individual - Transferências com Finalidade Definida,JANDIRA FEGHALI,10,RIO DE JANEIRO (UF),Educação,Ensino superior,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO","20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO","FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS",202317750010,2700000.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,ROSANA VALLE,16,Nacional,Defesa nacional,Defesa naval,6012 - DEFESA NACIONAL,219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES,ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES - DESPESAS DIVERSAS,202341710016,2700000.0,2562500.01
2023,Emenda Individual - Transferências com Finalidade Definida,TIAGO MITRAUD,4,MINAS GERAIS (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE,ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS,202341330004,2705380.0,549646.0
2023,Emenda Individual - Transferências com Finalidade Definida,JUNIOR MANO,3,CEARÁ (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202340280003,2709940.0,2310101.0
2023,Emenda Individual - Transferências com Finalidade Definida,SORAYA THRONICKE,6,MATO GROSSO DO SUL (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202340860006,2711046.0,2711046.0
2023,Emenda Individual - Transferências com Finalidade Definida,LUIZ PHILIPPE DE ORLEANS E BRAGANCA,8,Nacional,Defesa nacional,Defesa naval,6012 - DEFESA NACIONAL,219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES,ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES - DESPESAS DIVERSAS,202340360008,2712560.83,1252564.09
2023,Emenda Individual - Transferências com Finalidade Definida,COVATTI FILHO,7,RIO GRANDE DO SUL (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202330770007,2719321.0,2071697.0
2023,Emenda Individual - Transferências com Finalidade Definida,SANDERSON,1,RIO GRANDE DO SUL (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202340730001,2724080.0,2724080.0
2023,Emenda Individual - Transferências com Finalidade Definida,ANGELO CORONEL,4,BAHIA (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202341790004,2725111.0,1199491.0
2023,Emenda Individual - Transferências com Finalidade Definida,NIVALDO ALBUQUERQUE,3,BARRA DE SANTO ANTÔNIO - AL,Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202338390003,2732713.0,2732713.0
2023,Emenda Individual - Transferências com Finalidade Definida,ULDURICO JUNIOR,9,MÚLTIPLO,Saúde,Múltiplo,MU - Múltiplo,MU - Múltiplo,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202337720009,2738511.0,2738511.0
2023,Emenda Individual - Transferências com Finalidade Definida,ZE VITOR,5,MINAS GERAIS (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE,ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS,202340770005,2740603.0,1534603.0
2023,Emenda Individual - Transferências com Finalidade Definida,BENEDITA DA SILVA,1,RIO DE JANEIRO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202313100001,2743272.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,IDILVAN ALENCAR,3,CEARÁ (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202341470003,2746964.0,2171146.0
2023,Emenda Individual - Transferências com Finalidade Definida,PAULO PIMENTA,4,RIO GRANDE DO SUL (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202319860004,2750000.0,2750000.0
2023,Emenda Individual - Transferências com Finalidade Definida,ZENAIDE MAIA,1,RIO GRANDE DO NORTE (UF),Assistência social,Assistência comunitária,5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS,202340910001,2755990.0,2755990.0
2023,Emenda Individual - Transferências com Finalidade Definida,PROFESSOR ISRAEL BATISTA,5,DISTRITO FEDERAL (UF),Desporto e lazer,Desporto comunitário,5026 - ESPORTE,"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL","DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROJETOS E EVENTOS DE ESPORTE, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS",202341690005,2760667.0,1002233.02
2023,Emenda Individual - Transferências Especiais,DULCE MIRANDA,7,MÚLTIPLO,Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202330860007,2769655.0,2769655.0
2023,Emenda Individual - Transferências com Finalidade Definida,CAROLINE DE TONI,3,SANTA CATARINA (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202339320003,2769655.0,2769655.0
2023,Emenda Individual - Transferências Especiais,DR. JAZIEL,5,TAMBORIL - CE,Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202339610005,2769655.0,2769655.0
2023,Emenda Individual - Transferências com Finalidade Definida,PAULO BENGTSON,10,CASTANHAL - PA,Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202341240010,2769655.0,2769655.0
2023,Emenda Individual - Transferências com Finalidade Definida,NORMA AYUB,12,ESPÍRITO SANTO (UF),Assistência social,Assistência comunitária,5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS,202338580012,2769655.0,2280893.0
2023,Emenda Individual - Transferências com Finalidade Definida,HAROLDO CATHEDRAL,2,RORAIMA (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,MU - Múltiplo,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202341460002,2769655.0,1700000.0
2023,Emenda Individual - Transferências com Finalidade Definida,DR. LEONARDO,25,CUIABÁ - MT,Direitos da cidadania,"Direitos individuais, coletivos e difusos","5034 - PROTECAO A VIDA, FORTALECIMENTO DA FAMILIA, PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS",21AR - PROMOCAO E DEFESA DE DIREITOS HUMANOS PARA TODOS,PROMOCAO E DEFESA DE DIREITOS HUMANOS PARA TODOS - DESPESAS DIVERSAS,202339620025,2769655.0,1466288.0
2023,Emenda Individual - Transferências com Finalidade Definida,CARLOS VERAS,2,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202339310002,2769655.0,2863507.0
